calltype,start_time,end_time,pause,SNR
I43.4,3968.74,3970.16,12.84,32
I43.4,3983,3984.14,2.01,24
I43.4,3986.15,3987.32,7.78,NA
I43.4,3995.1,3996.32,3.81,10
I43.4,4000.13,4001.75,15.69,33
I43.4,4017.44,4018.77,0.64,21
I43.4,4019.41,4020.75,0.61,23
I43.4,4021.36,4022.63,0.12,NA
I48.1,4022.75,4024.29,122.08,12
I48.1,4146.37,4148.52,16.33,17
I43.5,4164.85,4165.82,1.3,21
I48.1,4167.12,4167.91,9.57,14
I48.1,4177.48,4178.26,25.74,13
I48.1,4204,4205,27.75,12
I48.1,4232.75,4233.91,29.82,11
I43.5,4263.73,4264.53,1.22,11
I43.5,4265.75,4266.73,0.49,17
I48.1,4267.22,4268.11,43.89,17
I48.1,4312,4313.08,131.42,29
I48.1,4444.5,4446.4,2.69,52
I43.5,4449.09,4450.16,5.65,41
I43.5,4455.81,4457.08,9.07,29
I48.1,4466.15,4467.88,4.12,25
I43.5,4472,4473,3.38,27
I43.5,4476.38,4477.78,10.75,27
I48.1,4488.53,4490.19,14.31,23
I48.1,4504.5,4506,16.51,19
I48.1,4522.51,4524,1.1,17
I48.1,4525.1,4526.49,17.39,12
I48.1,4543.88,4545.63,8.53,27
I48.1,4554.16,4556,18,29
I48.1,4574,4576.35,13.29,33
I43.5,4589.64,4590.57,2.74,27
I43.5,4593.31,4594.53,0.56,30
I48.1,4595.09,4597.12,8.13,26
I48.1,4605.25,4607.49,26.98,22
I43.5,4634.47,4635.56,0.98,19
I48.1,4636.54,4637.45,17.22,16
I48.1,4654.67,4655.55,46.38,22
I43.5,4701.93,4702.77,1.23,13
I43.5,4704,4704.81,859.4,NA
I43.5,504.21,505.17,2.23,NA
I43.5,507.4,508.74,33.49,23
I43.5,542.23,543.79,1.21,21
I43.5,545,546,29.5,21
I43.5,575.5,576.71,0.22,28
I43.5,576.93,577.85,0.07,13
I43.5,577.92,579.13,9.87,31
I43.5,589,590.27,164.96,25
I48.1,755.23,756.93,127.51,21
I43.5,884.44,885.61,0.97,28
I43.5,886.58,887.5,21.21,30
I43.5,908.71,909.86,13.41,41
I43.5,923.27,924.4,0.23,38
I43.5,924.63,925.68,9.32,21
I43.5,935,935.93,4.74,35
I43.5,940.67,942,1.14,34
I43.5,943.14,944.19,13.57,19
I43.1,957.76,958.67,0.17,22
I43.5,958.84,959.86,0.25,50
I43.5,960.11,961.5,2.15,33
I43.5,963.65,964.7,13.86,25
I43.5,978.56,979.59,0.07,30
I43.5,979.66,980.76,13.01,23
I43.5,993.77,994.72,2.4,49
I43.5,997.12,998.26,0.24,50
I43.5,998.5,999.6,7.79,31
I43.5,1007.39,1009.21,0.91,30
I43.5,1010.12,1011.22,0,31
I43.1,1011.22,1012.5,-0.09,14
I43.5,1012.41,1013.58,1.1,18
I43.5,1014.68,1016,16.73,35
I43.5,1032.73,1034,1,52
I49.1,1035,1035.78,2.05,34
I43.5,1037.83,1039.37,10.75,40
I43.5,1050.12,1053.75,19.75,39
I43.5,1073.5,1074.84,4.21,40
I43.5,1079.05,1080.5,1.79,43
I43.5,1082.29,1083.92,0,36
I43.5,1083.92,1084.78,0.4,22
I43.5,1085.18,1086.34,8.58,29
I43.5,1094.92,1095.82,4.1,47
I43.5,1099.92,1100.8,-0.2,48
I43.5,1100.6,1101.68,-0.43,26
I43.1,1101.25,1102.5,1.14,25
I43.1,1103.64,1104.5,8.43,14
I43.5,1112.93,1114.18,11.09,22
I43.5,1125.27,1126.4,0.2,22
I43.5,1126.6,1127.69,1.21,20
I43.5,1128.9,1130.75,14.51,20
I43.5,1145.26,1146.38,183.28,22
I43.5,1329.66,1330.69,152.06,52
I43.5,1482.75,1483.89,2.88,47
I43.5,1486.77,1487.88,7.62,40
I43.5,1495.5,1496.57,0.12,56
I43.5,1496.69,1497.9,41.45,35
I43.5,1539.35,1540.28,4.44,39
I43.5,1544.72,1545.66,1.01,30
I43.5,1546.67,1547.54,37.68,14
I43.5,1585.22,1586.65,92.62,36
I43.5,1679.27,1681.05,220.8,27
I41.1,1901.85,1902.82,165.41,32
I43.5,2068.23,2069.13,11.96,16
I43.5,2081.09,2082.12,2.71,24
I43.5,2084.83,2085.5,0.44,16
I43.5,2085.94,2087,9.34,28
I43.5,2096.34,2097.45,2.05,29
I43.5,2099.5,2100.3,23.94,13
I43.5,2124.24,2125.22,0.57,23
I49.1,2125.79,2126.67,1.19,16
I43.5,2161.78,2162.68,12.91,17
I43.5,2175.59,2176.7,NA,26
I51,35.14,36.24,24.07,17
I41.1,60.31,61.62,0.7,28
I41.1,62.32,63.63,0.37,25
I51,64,65.26,11.61,11
I51,76.87,78.19,15.46,17
I51,93.65,94.85,0.52,24
I41.1,95.37,96.61,2.6,18
I41.1,99.21,100.36,35.3,20
I51,135.66,136.81,3.45,24
I51,140.26,141.62,5.38,32
I51,147,148.14,16.91,16
I51,165.05,166.17,0.17,26
I51,166.34,167.57,3.21,13
I41.1,170.78,171.87,0.3,10
I41.1,172.17,173.22,1.52,25
I51,174.74,175.9,NA,16
I72.1,30.85,31.79,3.5,13
I72.1,35.29,36.17,102.48,16
I45,138.65,140.18,10.98,22
I45,151.16,153.37,89.59,30
I72.1,242.96,244.18,0.72,22
I72.1,244.9,245.57,47.37,21
I72.1,292.94,294.11,198.21,21
I45,492.32,493.55,0.35,20
I45,493.9,495.18,-0.16,38
I45,495.02,496.45,18.42,11
I45,514.87,515.93,8.02,17
I45,523.95,524.84,1.6,17
I45,526.44,527.07,3.25,18
I45,530.32,531.02,6.65,20
I45,537.67,538.41,3.22,26
I45,541.63,542.52,2.35,28
I45,544.87,545.74,8.4,23
I45,554.14,554.86,4.44,30
I45,559.3,560.04,13.65,24
I45,573.69,574.4,10.44,24
I45,584.84,585.51,6.31,28
I45,591.82,592.52,7.96,20
I45,600.48,601.18,9.65,21
I45,610.83,611.53,14.57,22
I45,626.1,626.84,77.63,24
I72.1,704.47,705.41,0.57,25
I72.1,705.98,706.8,17.25,21
I72.1,724.05,725.29,31.27,23
I45,756.56,757.23,493.69,13
I45,1250.92,1252.3,0.51,30
I52,1252.81,1253.95,24.81,33
I45,1278.76,1280.11,506.84,20
I45,1786.95,1787.72,1.42,34
I45,1789.14,1790.52,0.6,33
I45,1791.12,1792.18,NA,29
I72.2,685.4,686.43,32.81,14
I72.2,719.24,720.41,233.12,NA
I72.1,953.53,954.59,1589.84,NA
I54.3,2544.43,2545.37,403.99,NA
I72.1,2949.36,2950.4,65.78,10
I54.3,3016.18,3017.51,164.99,NA
I53.2,3182.5,3183.48,27.7,NA
I53.2,3211.18,3212.69,2247.49,NA
I72.1,1787.18,1788.26,775,19
I72.1,2563.26,2564.21,NA,NA
I43.5,111.7,113.08,5.66,27
I45,118.74,119.89,90.14,23
I51,210.03,211.09,1.04,43
I45,212.13,213.45,4.91,27
I51,218.36,219.46,-0.13,21
I51,219.33,220.32,3.96,31
I45,224.28,225.19,12.26,22
I45,237.45,238.56,1.15,31
I45,239.71,240.89,2.92,26
I45,243.81,244.83,1.87,18
I45,246.7,247.89,19.61,18
I45,267.5,268.49,12.26,21
I45,280.75,281.98,161.43,17
I45,443.41,444.25,1068.64,17
I43.5,1512.89,1514.23,38.36,11
I43.1,1552.59,1553.5,1,16
I43.1,1554.5,1555.43,3.95,NA
I43.5,1559.38,1560.58,-0.08,12
I43.1,1560.5,1561.26,26.79,10
I40.1,1588.05,1588.74,0.95,14
I40.1,1589.69,1590.78,64.02,10
I51,1654.8,1656,21.83,32
I49.2,1677.83,1679.72,265.85,25
I51,1945.57,1946.62,0.39,NA
I49.2,1947.01,1948.29,10.9,23
I51,1959.19,1960.09,22.43,19
I51,1982.52,1983.47,238.3,19
I43.1,2221.77,2222.68,2.84,18
I43.1,2225.52,2226.37,39.75,11
I45,2266.12,2267.09,2.14,NA
I45,2269.23,2270,2.07,NA
I45,2275.97,2276.78,5.88,17
I43.5,2282.66,2283.68,3.04,21
I45,2286.72,2287.38,5.99,28
I45,2293.37,2294.37,2.09,14
I45,2296.46,2297.29,1.2,12
I43.5,2298.49,2299.43,5.78,16
I43.1,2305.21,2306.13,1.46,11
I43.1,2307.59,2308.46,2.93,12
I43.1,2311.39,2312.18,-0.12,12
I45,2312.06,2312.78,6.82,17
I43.1,2319.6,2320.52,15.45,15
I45,2335.97,2336.78,1.42,17
I45,2338.2,2339.12,15.97,17
I43.2,2355.09,2356.39,2.38,25
I40.1,2358.77,2359.47,1.96,13
I40.1,2361.43,2362.14,20.62,NA
I40.1,2382.76,2383.78,0.65,16
I40.1,2384.43,2385.43,0.73,21
I40.1,2386.16,2386.88,25.49,13
I43.1,2412.37,2413.47,-0.1,17
I45,2413.37,2414.45,-0.44,10
I40.1,2414.01,2414.68,9.91,20
I40.1,2424.59,2425.23,0.35,26
I40.1,2425.58,2426.49,0.44,18
I45,2426.93,2427.83,7.99,43
I40.1,2435.82,2436.65,86.08,21
I45,2522.73,2524.08,1657.83,36
I64,947.91,949.59,8.23,23
I40.1,957.82,959.5,5.34,26
I40.1,964.84,966.62,6.08,39
I40.1,972.7,974.69,13.33,25
I45,988.02,989.35,2.46,22
I40.2,991.81,993.95,14.21,24
I49.2,1008.16,1010.46,69.01,28
I54.3,1079.47,1081.01,533.58,27
I51,1614.59,1615.77,102.9,22
I44,1718.67,1719.93,1.93,23
I45,1721.86,1723.27,0.64,22
I45,1723.91,1725.73,404.87,18
I40.1,2130.6,2132.33,4.32,25
I49.2,2136.65,2138.18,4.57,25
I49.2,2142.75,2144.91,304.71,15
I55,2449.62,2450.59,30.59,13
I55,2481.18,2482.17,1.36,18
I55,2483.53,2484.49,8.2,16
I55,2492.69,2493.63,29.58,17
I51,2523.21,2524.33,18.29,16
I55,2542.62,2543.68,6.73,23
I51,2550.41,2551.4,8.13,29
I55,2559.53,2560.5,0.94,27
I40.1,2561.44,2562.52,26.86,34
I55,2589.38,2590.49,6.27,30
I55,2596.76,2597.78,3.93,40
I40.1,2601.71,2602.98,5.68,22
I55,2608.66,2609.6,43.36,45
I49.2,2652.96,2654.14,6.3,25
I43.5,2660.44,2661.6,7.98,20
I49.2,2669.58,2670.97,2.27,22
I55,2673.24,2674.39,12.21,28
I40.1,2686.6,2687.56,5.69,19
I55,2693.25,2694.52,4.32,22
I40.1,2698.84,2699.78,11.79,23
I55,2711.57,2712.64,10.69,24
I49.2,2723.33,2724.67,27.01,23
I40.1,2751.68,2752.61,1.75,34
I40.1,2754.36,2755.24,63.7,35
I40.2,2818.94,2821.64,-0.89,24
I40.1,2820.75,2821.99,2.42,20
I40.1,2824.41,2825.23,0.76,16
I40.1,2825.99,2826.99,2.69,13
I49.2,2829.68,2830.99,5.48,20
I40.1,2836.47,2837.32,-0.46,23
I40.1,2836.86,2837.76,0.67,14
I40.1,2838.43,2839.5,-0.29,30
I49.2,2839.21,2840.51,3.11,18
I40.1,2843.62,2844.72,8.1,16
I40.1,2852.82,2853.84,0.54,23
I40.1,2854.38,2855.65,0,27
I40.2,2855.65,2856.71,0.05,14
I40.1,2856.76,2857.79,0.49,22
I49.2,2858.28,2858.75,0.73,14
I40.1,2859.48,2860.64,0.54,38
I40.1,2861.18,2862.34,13.32,20
I40.1,2875.66,2876.74,0.62,22
I40.1,2877.36,2878.57,0.12,21
I55,2878.69,2880.04,36.04,21
I40.2,2916.08,2917.23,-0.76,27
I40.1,2916.47,2917.33,47.19,28
I40.1,2964.52,2965.55,5.02,27
I40.1,2970.57,2971.6,4.35,25
I40.1,2975.95,2976.83,23.08,33
I40.1,2999.91,3000.73,1.38,22
I40.1,3002.11,3002.83,35.04,23
I40.2,3037.87,3039.8,18.72,24
I40.2,3058.52,3059.39,182.89,19
I41.1,67.28,69.56,47.87,38
I41.1,117.43,119.62,43.24,27
I41.1,162.86,165.16,13.21,40
I48.1,178.37,180.1,0.53,30
I48.1,180.63,181.7,NA,25
I51,144.83,146.11,60.71,13
I51,206.82,208.12,4.45,25
I51,212.57,213.58,5.66,41
I41.1,219.24,220.95,0.46,22
I41.1,221.41,222.69,8.45,27
I51,231.14,232.32,5.61,20
I51,237.93,238.96,1.24,39
I45,240.2,241.3,0.69,30
I51,241.99,242.86,6.14,11
I51,249,249.9,1.81,25
I45,251.71,252.59,8.92,14
I51,261.51,262.45,1.28,27
I45,263.73,264.8,15.97,20
I51,280.77,281.67,1.66,25
I45,283.33,283.9,1.51,28
I41.1,285.41,286.08,6.08,20
I41.1,292.16,292.96,8.13,22
I45,301.09,301.78,1.93,22
I45,303.71,304.37,3.42,12
I45,307.79,308.49,43.06,NA
I51,351.55,352.46,104.92,40
I62.1,457.38,458.3,208.77,16
I51,667.07,667.78,183.44,19
I45,851.22,852.25,8.64,37
I45,860.89,861.67,746.19,43
I51,1607.86,1608.82,32.03,12
I51,1640.85,1641.82,182.73,14
I38.1,352.52,353,0.64,14
I11.4,353.64,354.69,6,27
I38.1,360.69,361.04,1.03,19
I11.4,362.07,363.09,488.38,15
I11.4,851.47,852.56,123.21,10
I38.1,975.77,976.21,0.35,17
I39,976.56,977.45,4.85,19
I11.4,982.3,983.35,80,27
I38.1,1063.35,1063.93,0.28,33
I39,1064.21,1065.04,2.58,41
I11.4,1067.62,1068.75,9.06,27
I38.1,1077.81,1078.16,0.74,43
I11.4,1078.9,1080.03,3.13,31
I38.1,1083.16,1083.56,0.58,37
I11.4,1084.14,1085.14,1.97,37
I38.1,1087.11,1087.59,0.42,27
I11.4,1088.01,1088.85,0.45,41
I38.1,1089.3,1089.77,-0.23,26
I69,1089.54,1090.78,-0.48,36
I11.4,1090.3,1091.31,8.24,31
I38.1,1099.55,1099.95,0.91,30
I11.4,1100.86,1102.02,170.35,18
I38.1,1272.37,1272.74,0.61,25
I11.4,1273.35,1274.25,14.39,33
I45,1288.64,1290.4,24.13,16
I45,1314.53,1316.67,25.18,13
I38.1,1341.85,1342.36,0.55,24
I11.4,1342.91,1344.02,16.36,31
I38.1,1360.38,1360.73,0.87,27
I11.4,1361.6,1362.81,23.44,20
I38.1,1386.25,1386.6,0.77,31
I11.4,1387.37,1388.37,7.5,24
I11.4,1395.87,1396.79,162.81,16
I43.3,1559.6,1561.11,0.07,14
I43.3,1561.18,1562.74,50.46,NA
I45,1613.2,1614.34,428.65,12
I79,2067.48,2069.17,1.3,21
I79,2070.47,2072.7,26.49,10
I79,2099.19,2100.98,35.99,22
I59.1,2136.97,2140.95,16.55,18
I11.6,2157.5,2159.94,40.93,24
I59.1,2200.87,2204.69,72.77,16
I59.1,2391.79,2395.41,6.81,17
I79,2402.22,2403.91,2.21,19
I11.6,2407.65,2410.44,10.86,16
I79,2421.3,2422.97,75.17,33
I79,2513.03,2516.11,0,14
I59.1,2516.11,2517.8,42.45,11
I43.3,2560.25,2560.88,6.4,23
I53.2,2567.28,2568.22,6.23,14
I53.2,2574.45,2575.34,10.49,15
I53.2,2585.83,2586.85,41.61,16
I43.3,2628.46,2629.49,8.16,22
I43.3,2637.65,2638.65,4.06,21
I43.3,2642.71,2644,3.11,18
I43.3,2647.11,2647.93,11.71,23
I78,2659.64,2660.45,18.21,18
I59.1,2678.66,2680.64,20.1,18
I79,2700.74,2703.22,8.72,20
I79,2711.94,2714.6,43.05,24
I79,2757.65,2759.55,10.54,18
I43.3,2770.09,2770.8,1.66,12
I38.1,2772.46,2772.77,1.01,20
I11.4,2773.78,2774.77,5.14,21
I79,2779.91,2781.28,4.9,20
I79,2786.18,2789.09,0.07,15
I79,2789.16,2790.43,33.83,13
I11.6,2824.26,2826.56,-0.33,16
I79,2840.44,2842.42,119.96,11
I54.1,2962.38,2963.57,-0.1,NA
I43.7,2963.47,2964.3,0.66,14
I53.2,2964.96,2965.96,14.42,15
I42.1,2980.38,2981.64,21.01,15
I38.1,3002.65,3003.23,0.91,19
I11.4,3004.14,3005.46,109.93,17
I60.3,3115.39,3116.37,3.29,21
I54.1,3119.66,3121.11,8.14,18
I54.1,3129.25,3130.62,6.03,17
I54.1,3136.65,3137.76,10.23,NA
I54.1,3153.12,3154.42,7.77,16
I60.3,3162.19,3162.95,2.69,12
I54.1,3165.64,3166.57,10.64,14
I43.7,3177.21,3177.71,1.39,29
I60.3,3179.1,3180.1,14.11,19
I60.3,3194.21,3194.97,1,14
I60.3,3195.97,3197,20.36,12
I48.1,3217.36,3218.29,192.68,15
I70,35.97,36.83,8.17,26
I53.1,45,45.7,12.98,18
I54.1,58.68,60.42,129.19,17
I37.2,189.61,191.44,167.16,25
I54.1,383.11,384.3,5.04,17
I62.1,389.34,390.15,4465.87,16
I37.1,922.02,922.83,2.31,17
I37.1,925.14,925.87,24.71,17
I37.1,950.58,951.29,34.08,11
I37.1,985.37,986.13,20.32,30
I37.1,1006.45,1007.11,19272.88,28
I38.1,3835.99,3836.32,74.88,14
I38.1,3911.2,3911.8,13.77,11
I38.1,3925.57,3925.89,19.39,NA
I11.4,3946.04,3947.01,8157.25,21
I37.2,4029.26,4030.71,2.13,25
I37.2,4032.84,4034.03,4.21,23
I37.2,4038.24,4039.73,8.93,26
I37.2,4048.66,4050,28.65,18
I37.2,4078.65,4079.97,725.81,25
I37.1,752.47,753.22,339.39,29
I38.1,1092.61,1093.05,0.44,23
I39,1093.49,1094.92,4.46,27
I38.1,1099.38,1099.83,0.45,28
I39,1100.28,1101.37,10087.6,28
I38.1,3025.97,3026.43,0.39,24
I39,3026.82,3027.85,2.79,21
I38.1,3030.64,3031.12,0.38,20
I39,3031.5,3032.53,4.44,27
I38.1,3036.97,3037.34,0.46,13
I39,3037.8,3038.78,6.16,26
I38.1,3044.94,3045.38,0.42,19
I39,3045.8,3046.82,4.49,29
I38.1,3051.31,3051.65,0.69,22
I11.4,3052.34,3053.56,5.92,12
I38.1,3059.48,3059.95,0.42,20
I11.4,3060.37,3061.62,0.76,25
I69,3062.38,3063.66,5.66,18
I38.1,3069.32,3069.83,0.68,21
I11.4,3070.51,3071.94,9.07,30
I38.1,3081.01,3081.54,0.39,28
I11.4,3081.93,3083.13,0.37,32
I69,3083.5,3085.54,6.68,28
I38.1,3092.22,3092.59,0.99,39
I11.4,3093.58,3094.89,26.37,25
I38.1,3121.26,3121.56,0.51,14
I11.4,3122.07,3123.36,33.02,19
I38.1,3156.38,3156.69,0.56,20
I11.4,3157.25,3158.49,31.81,14
I38.1,3190.3,3190.64,0.76,26
I11.4,3191.4,3192.8,3.17,19
I38.1,3195.97,3196.3,0.68,19
I11.4,3196.98,3198.3,30.55,15
I38.1,3228.85,3229.14,0.62,18
I11.4,3229.76,3231.22,292.84,18
I37.1,3524.06,3525.18,10.4,30
I38.1,3535.58,3536.1,0.31,24
I39,3536.41,3537.43,4.95,22
I38.1,3542.38,3542.69,0.66,29
I11.4,3543.35,3544.65,3.19,22
I38.1,3547.84,3548.18,0.58,19
I11.4,3548.76,3549.96,7.34,25
I38.1,3557.3,3557.7,0.77,16
I11.4,3558.47,3559.76,979.81,23
I62.1,547.57,548.3,38.91,15
I62.1,587.21,588.4,2.24,19
I62.1,590.64,591.8,10.91,20
I62.1,602.71,603.49,16.91,14
I38.1,620.4,620.8,0.24,21
I39,621.04,621.47,79.73,28
I36,701.2,704.37,151.75,NA
I43.7,856.12,856.75,462.33,20
I54.1,1319.08,1319.95,29.42,16
I54.1,1349.37,1350.38,105.7,11
I38.1,1456.08,1456.44,0.41,22
I39,1456.85,1457.75,142.11,26
I38.1,1599.86,1600.25,0.57,21
I11.4,1600.82,1602.05,0.44,35
I69,1602.49,1605.08,201.22,18
I37.2,1806.3,1808.37,12.52,NA
I37.2,1820.89,1823.1,1.55,NA
I54.1,1824.65,1825.74,2280.72,15
I37.2,974.46,975.76,102.97,34
I37.2,1078.73,1080.02,832.33,19
I37.1,1912.35,1913.26,17.44,29
I53.1,1930.7,1931.37,2.67,35
I53.1,1934.04,1934.69,-0.49,27
I53.1,1934.2,1934.69,2.74,34
I53.1,1937.43,1938,8.41,28
I53.1,1946.41,1946.82,787.26,26
I11.4,2734.08,2735.44,45.34,10
I11.4,2780.78,2781.94,NA,11
I45,13.6,14.71,42.21,29
I49.1,56.92,58.45,47.94,20
I49.1,106.39,108.17,65.71,15
I45,174.74,176.39,-0.96,12
I11.4,175.43,176.76,40.39,17
I63,404.45,405.17,87.41,14
I45,492.58,493.45,3.05,22
I45,496.5,497.45,125.79,28
I44,623.24,624.13,1.82,31
I45,625.95,627.65,0.62,23
I45,628.27,629.65,31.9,20
I44,661.55,662.59,1.23,44
I45,663.82,665.67,11.65,29
I45,677.32,678.11,0.5,35
I45,678.61,679.52,21.38,29
I51,700.9,702.6,95.3,33
I45,797.9,798.94,1.26,27
I45,800.2,801.31,2.64,25
I53.1,803.95,804.6,74.94,17
I53.1,879.54,880.22,61.3,26
I53.1,941.52,942.16,0,28
I53.1,942.16,942.9,0.49,25
I53.1,943.39,944.31,47.66,23
I53.1,991.97,992.79,106.19,25
I45,1098.98,1099.94,0.38,13
I45,1100.32,1101.21,41.59,20
I42.1,1142.8,1144.7,164.52,21
I45,1309.22,1310.21,66.17,27
I45,1376.38,1377.4,36.23,27
I49.1,1413.63,1414.79,74.92,23
I62.1,1489.71,1490.56,65.85,NA
I51,1556.41,1557.52,5.19,19
I51,1562.71,1563.7,20.9,32
I45,1584.6,1585.59,3.31,27
I45,1588.9,1589.98,2.91,18
I45,1592.89,1593.9,19.36,19
I45,1613.26,1614.27,2.07,25
I45,1616.34,1616.86,0.7,14
I45,1617.56,1618.56,3.07,14
I45,1621.63,1622.64,5.41,20
I45,1628.05,1629.15,15.14,18
I44,1644.29,1645.1,3.23,25
I45,1648.33,1649.22,52.71,16
I49.1,1701.93,1702.74,17.57,15
I43.5,505.91,507.49,26.73,14
I43.5,534.22,535.42,3.92,10
I42.1,539.34,541.76,161.56,10
I43.5,703.32,705.56,1370.44,18
I63,2076,2076.63,1.99,22
I63,2078.62,2079.24,2.82,22
I63,2082.06,2082.86,4.88,23
I45,2087.74,2088.72,0.25,32
I45,2088.97,2090.12,8.33,22
I45,2098.45,2099.48,6.64,29
I45,2106.12,2107.22,1.49,41
I45,2108.71,2109.81,12.12,33
I45,2121.93,2122.88,12.5,28
I45,2135.38,2136.18,3.44,28
I63,2139.62,2140.17,11.94,24
I45,2152.11,2152.87,737.46,22
I43.4,2890.33,2891.36,13.42,18
I43.4,2904.78,2905.79,0.66,23
I43.3,2906.45,2907.98,8.89,27
I43.3,2916.87,2917.98,49.32,24
I43.3,2967.3,2968.66,43.19,17
I43.3,3011.85,3013.38,14.21,22
I43.3,3027.59,3028.79,27.42,20
I43.3,3056.21,3057.53,53.44,20
I43.3,3110.97,3112.15,49.09,18
I43.3,3161.24,3162.27,32.94,19
I43.3,3195.21,3196.41,52.01,26
I43.3,3248.42,3249.48,51.48,17
I43.3,3300.96,3301.82,64.8,17
I43.3,3366.62,3368.05,59,16
I43.3,3427.05,3428.76,76.81,28
I43.2,3505.57,3506.75,65.03,23
I43.3,3571.78,3573.04,68.83,20
I43.3,3641.87,3643.05,77.37,18
I43.3,3720.42,3721.32,13.15,11
I43.3,3734.47,3735.93,104.28,19
I51,3840.21,3841.13,0.18,27
I51,3841.31,3842.4,35.39,36
I43.3,17.79,18.64,821.98,20
I53.1,840.62,841.44,42.32,16
I53.1,883.76,884.6,1,21
I53.1,885.6,886.32,262.6,14
I45,1148.92,1149.62,56.85,18
I51,1206.47,1207.33,84.68,27
I45,1292.01,1292.66,1.2,33
I45,1293.86,1294.61,7.83,38
I45,1302.44,1303.19,43.24,26
I45,1346.43,1346.92,44.65,23
I45,1391.57,1392.24,43.46,30
I45,1435.7,1436.52,2.42,28
I45,1438.94,1439.52,NA,29
I45,32.41,33.97,14.75,14
I45,48.72,50.26,47.16,13
I45,97.42,99.33,1.16,17
I44,100.49,101.43,1.15,24
I45,102.58,104.48,23.61,13
I44,128.09,129.11,1.55,15
I45,130.66,131.71,17.05,23
I45,148.76,150.63,35.16,26
I45,185.79,187.44,28.18,27
I45,215.62,217.55,2.55,33
I45,220.1,221.82,6.28,30
I45,228.1,229.77,1.14,38
I45,230.91,232.67,3.66,31
I63,236.33,236.82,1.07,36
I72.3,237.89,238.48,1.86,29
I44,240.34,241.24,1.48,23
I45,242.72,245.05,1.83,28
I44,246.88,247.69,1.26,32
I45,248.95,250.88,6.5,30
I45,257.38,259.21,0,23
I45,259.21,261.42,10.53,22
I45,271.95,273.84,-0.64,31
I45,273.2,275.1,5.53,38
I45,280.63,282.08,-0.18,34
I45,281.9,283.74,0,13
I45,283.74,285.37,-0.12,NA
I45,285.25,286.89,1.83,24
I45,288.72,290.87,15.02,40
I45,305.89,307.92,13.01,32
I63,320.93,321.46,0.49,32
I72.3,321.95,322.52,10.94,25
I44,333.46,334.4,0,40
I45,334.4,336.22,-0.76,18
I45,335.46,336.92,22.31,22
I44,359.23,360.2,3.58,33
I45,363.78,364.89,9.27,19
I45,374.16,376.09,4.94,35
I45,381.03,382.68,4.25,32
I44,386.93,387.81,0.62,26
I45,388.43,390.59,0.57,31
I45,391.16,393.18,6.23,45
I45,399.41,401.14,-0.71,13
I45,400.43,402.02,3.67,19
I45,405.69,407.08,9.71,17
I45,416.79,418.86,0.62,29
I45,419.48,421.8,22.7,40
I45,444.5,446.64,154.42,32
I11.4,601.06,601.97,93.77,15
I72.3,695.74,696.44,1.45,16
I45,697.89,699.69,1.02,29
I63,700.71,701.12,0.57,16
I72.3,701.69,702.29,-0.28,23
I45,702.01,703.71,5.99,25
I45,709.7,711.63,10.08,16
I45,721.71,723.18,4.73,26
I45,727.91,729.91,19.95,25
I45,749.86,752.15,29.52,30
I44,781.67,782.6,18.28,41
I45,800.88,803,55.57,28
I72.3,858.57,859.08,15.66,29
I49.1,874.74,875.79,7.24,29
I72.3,883.03,883.66,4.3,43
I63,887.96,888.39,0.31,37
I72.3,888.7,889.19,25.94,34
I63,915.13,915.67,0.51,45
I45,916.18,917.96,-0.43,36
I44,917.53,918.44,1.17,30
I44,919.61,920.88,-1.11,46
I45,919.77,921.42,1.12,44
I45,922.54,924.57,3.01,29
I60.1,927.58,928.88,0.12,43
I45,929,930.91,4.44,41
I45,935.35,936.61,6.47,26
I60.1,943.08,944.13,0.71,38
I72.3,944.84,945.15,1.02,23
I45,946.17,947.87,0.23,24
I45,948.1,949.58,-0.63,31
I44,948.95,950.57,-0.8,31
I60.1,949.77,950.49,0.74,28
I60.1,951.23,952.36,3.6,34
I60.2,955.96,957.12,7.01,33
I45,964.13,965.38,4.21,32
I60.2,969.59,970.95,11.94,33
I60.2,982.89,983.78,21.21,22
I60.1,1004.99,1006.48,33.88,28
I72.3,1040.36,1040.95,117.34,36
I63,1158.29,1158.77,91.87,34
I42.1,1250.64,1252.22,43.62,20
I44,1295.84,1296.86,0.72,21
I45,1297.58,1299.95,1.23,27
I45,1301.18,1302.99,32.26,27
I45,1335.25,1337.3,29.25,15
I44,1366.55,1367.78,19.1,25
I36,1386.88,1391,110.46,27
I72.3,1501.46,1502.49,1.05,18
I72.3,1503.54,1504.24,155.46,23
I45,1659.7,1661.17,25.8,NA
I45,1686.97,1688.2,68.16,31
I36,1756.36,1759.64,242.66,23
I45,2002.3,2003.97,42.91,29
I80.2,2046.88,2048.7,2.5,17
I60.2,2051.2,2052.01,0.26,16
I80.2,2052.27,2053.69,4.63,10
I80.2,2058.32,2060.06,46.05,22
I80.1,2106.11,2107.41,93.93,18
I45,2201.34,2203.25,1.75,20
I80.1,2205,2206.46,4.99,29
I80.1,2211.45,2213.16,8.7,21
I45,2221.86,2223.62,5.56,27
I80.1,2229.18,2230.52,27.25,26
I80.1,2257.77,2259.69,12.15,10
I80.1,2271.84,2273.54,0.91,35
I80.1,2274.45,2275.35,0.44,17
I80.1,2275.79,2276.77,18.76,10
I45,2295.53,2296.75,107.95,19
